district,state,year,name,party_name,incumbent,winner
Purulia,West Bengal,1951,THAKUR DAS MANJHI,CHOTA NAGPUR SANTHAL PARGANAS JANTA PARTY,0,0
Ranchi,Bihar,1951,BISESHWAR KHALKO,CHOTA NAGPUR SANTHAL PARGANAS JANTA PARTY,0,0
Sitamarhi,Bihar,1957,NAG NARAYAN SINHA,CHOTA NAGPUR SANTHAL PARGANAS JANTA PARTY,0,0
Mumbai City,Maharashtra,1996,SAWHNEY PREM,CONGRESS OF PEOPLE,0,0
Alappuzha,Travancore Cochin,1951,EPRAHIM MOOVAMBY,COCHIN PARTY,0,0
Adilabad,Andhra Pradesh,1967,D.S. RAO,COMMUNIST PARTY OF INDIA,0,0
Ahmedabad,Gujarat,1999,PARMAR GIRISHBHAI SOMABHAI   ADVOCATE,COMMUNIST PARTY OF INDIA,0,0
Ahmednagar,Maharashtra,1951,KAKDE JAGANNATH KANOJI,COMMUNIST PARTY OF INDIA,0,0
Ajmer,Rajasthan,1951,KUMARANAND,COMMUNIST PARTY OF INDIA,0,0
Alwar,Rajasthan,1957,KIRPA DAYAL,COMMUNIST PARTY OF INDIA,0,0
Ambala,Haryana,1977,DES RAJ,COMMUNIST PARTY OF INDIA,0,0
Amravati,Maharashtra,1971,SUDAM DESHMUKH ALIAS WAMAN DATTATRAY,COMMUNIST PARTY OF INDIA,0,0
Amritsar,Punjab,1951,DALIP SINGH,COMMUNIST PARTY OF INDIA,0,0
Anantapur,Andhra Pradesh,1957,T. NAGI REDDY,COMMUNIST PARTY OF INDIA,0,1
Angul,Orissa,1957,SRINIBAS MISRA,COMMUNIST PARTY OF INDIA,0,0
Araria,Bihar,1984,RAM PRASAD RAM,COMMUNIST PARTY OF INDIA,0,0
Azamgarh,Uttar Pradesh,1951,ZAINUL ABDIN AHMAD,COMMUNIST PARTY OF INDIA,0,0
Baghpat,Uttar Pradesh,1967,S. SWAROOP,COMMUNIST PARTY OF INDIA,0,0
Bahraich,Uttar Pradesh,1977,JAGDISH NARAIN,COMMUNIST PARTY OF INDIA,0,0
Balaghat,Madhya Pradesh,1967,R. PATHAK,COMMUNIST PARTY OF INDIA,0,0
Balasore,Orissa,1977,PITAMBAR PANDA,COMMUNIST PARTY OF INDIA,0,0
Ballia,Uttar Pradesh,1957,KAPIL DEO,COMMUNIST PARTY OF INDIA,0,0
Balrampur,Uttar Pradesh,1984,BIRENDRA SINGH,COMMUNIST PARTY OF INDIA,0,0
Banda,Uttar Pradesh,1962,RAM SAJIWAN,COMMUNIST PARTY OF INDIA,0,0
Bangalore,Karnataka,1962,M. S. KRISHNAN,COMMUNIST PARTY OF INDIA,0,0
Banka,Bihar,1971,VASUDEO YADAV,COMMUNIST PARTY OF INDIA,0,0
Bankura,West Bengal,1962,BISWANATH BAURI,COMMUNIST PARTY OF INDIA,0,0
Banswara,Rajasthan,1977,UDAI LAL,COMMUNIST PARTY OF INDIA,0,0
Barabanki,Uttar Pradesh,1962,AUTAR,COMMUNIST PARTY OF INDIA,0,0
Bardhaman,West Bengal,1962,KET NARAYAN MISRA,COMMUNIST PARTY OF INDIA,0,0
Bareilly,Uttar Pradesh,1967,G. BHARTI,COMMUNIST PARTY OF INDIA,0,0
Bastar,Chhattisgarh,1984,MAHENDRA KARMA,COMMUNIST PARTY OF INDIA,0,0
Bathinda,Punjab,1957,TEJA SINGH,COMMUNIST PARTY OF INDIA,0,0
Begusarai,Bihar,1962,AKHTAR HASMI,COMMUNIST PARTY OF INDIA,0,0
Bhagalpur,Bihar,1957,CHHABINATH SINGH,COMMUNIST PARTY OF INDIA,0,0
Bhandara,Maharashtra,1962,RANA PRATAPSINGH GAYALALSINGH BHADORIYA,COMMUNIST PARTY OF INDIA,0,0
Bharatpur,Rajasthan,1998,HARUMAL,COMMUNIST PARTY OF INDIA,0,0
Bhojpur and Rohtas,Bihar,1962,SANT PRASAD SINGH,COMMUNIST PARTY OF INDIA,0,0
Bid,Maharashtra,1957,KASHINATH TATYABA,COMMUNIST PARTY OF INDIA,0,0
Bijapur,Karnataka,1977,M. C. NARASIMHAN,COMMUNIST PARTY OF INDIA,0,0
Bikaner,Rajasthan,1957,HARI RAM,COMMUNIST PARTY OF INDIA,0,0
Birbhum,West Bengal,1977,DURGA BANERJEE,COMMUNIST PARTY OF INDIA,0,0
Buxar,Bihar,1967,S. PRASAD,COMMUNIST PARTY OF INDIA,0,0
Chamba,Himachal Pradesh,1957,KASHMIR SINGH,COMMUNIST PARTY OF INDIA,0,0
Champaran,Bihar,1957,MAHANTH GIR,COMMUNIST PARTY OF INDIA,0,0
Chandauli,Uttar Pradesh,1962,HARIHAR,COMMUNIST PARTY OF INDIA,0,0
Chandigarh,Chandigarh,1977,SHEILA DIDI,COMMUNIST PARTY OF INDIA,0,0
Chandrapur,Maharashtra,1971,GANPATRAO GOVINDRAO AMRUTKAR,COMMUNIST PARTY OF INDIA,0,0
Chhatarpur,Madhya Pradesh,1984,KAPOOR CHAND GHUWARA,COMMUNIST PARTY OF INDIA,0,0
Chhindwara,Madhya Pradesh,1980,P.K. THAKUR,COMMUNIST PARTY OF INDIA,0,0
Chikkamagaluru,Karnataka,1984,B. K. SUNDARESH,COMMUNIST PARTY OF INDIA,0,0
Chittaurgarh,Rajasthan,1999,RADHA BHANDARI,COMMUNIST PARTY OF INDIA,0,0
Coimbatore,Tamil Nadu,1951,RAMASWAMI,COMMUNIST PARTY OF INDIA,0,0
Cuddapah,Andhra Pradesh,1951,ESWARA REDDI YEDDULA,COMMUNIST PARTY OF INDIA,0,1
Cuttack,Orissa,1951,BAIDYANATH RATH,COMMUNIST PARTY OF INDIA,0,0
Dakshina Kannada,Karnataka,1957,KRISHNA SETTY A.,COMMUNIST PARTY OF INDIA,0,0
"Darbhanga, Samastipur, and Madhubani",Bihar,1951,BHOGUDRA JHA,COMMUNIST PARTY OF INDIA,0,0
Darjeeling,West Bengal,1957,RATANLALL BRAHMIN,COMMUNIST PARTY OF INDIA,0,0
Davangere,Karnataka,1977,GHANI SAB,COMMUNIST PARTY OF INDIA,0,0
Deogarh,Bihar,1977,PRASANNA KUMAR PANDA,COMMUNIST PARTY OF INDIA,0,0
Deoria,Uttar Pradesh,1957,PRATAP KUMAR TANDON,COMMUNIST PARTY OF INDIA,0,0
Dhanbad,Bihar,1957,KANAI LAL PAL,COMMUNIST PARTY OF INDIA,0,0
Dharmapuri,Tamil Nadu,1984,PARVATHI KRISHNAN,COMMUNIST PARTY OF INDIA,0,0
Dhubri,Assam,1991,TATTWA NARAYAN ADHIKARY,COMMUNIST PARTY OF INDIA,0,0
Dindigul,Tamil Nadu,1951,KRISHNASWAMI,COMMUNIST PARTY OF INDIA,0,0
Dumka,Bihar,1967,B. MARANDI,COMMUNIST PARTY OF INDIA,0,0
East Godavari,Andhra Pradesh,1951,CHELIKANI VENKATA RAMA RAO,COMMUNIST PARTY OF INDIA,0,1
East Khasi Hills,Meghalaya,1984,BABYSON PAKYNTEIN,COMMUNIST PARTY OF INDIA,0,0
East Singhbhum,Bihar,1962,UDAIKAR MISHRA,COMMUNIST PARTY OF INDIA,0,1
Erode,Tamil Nadu,1957,JOTHINATH SINGH,COMMUNIST PARTY OF INDIA,0,0
Faizabad,Uttar Pradesh,1957,MATA PRASAD SINGH,COMMUNIST PARTY OF INDIA,0,0
Faridkot,Punjab,1989,JAGRUP SINGH,COMMUNIST PARTY OF INDIA,0,0
Firozpur,Punjab,1957,WADHAWAS  RAM,COMMUNIST PARTY OF INDIA,0,0
Ganganagar,Rajasthan,1967,S. SINGH,COMMUNIST PARTY OF INDIA,0,0
Ganjam,Orissa,1951,BIJOY CHANDRA DAS,COMMUNIST PARTY OF INDIA,0,1
"Gaya, Nawada, and Aurangabad",Bihar,1957,RAM LAKHAN PD. SINGH,COMMUNIST PARTY OF INDIA,0,0
Ghazipur,Uttar Pradesh,1962,HAR PRASAD,COMMUNIST PARTY OF INDIA,0,0
Giridih,Bihar,1957,ALIJAN MIAN,COMMUNIST PARTY OF INDIA,0,0
"Goa, Daman, and Diu",Delhi,1967,N. DESAI,COMMUNIST PARTY OF INDIA,0,0
Goalpara,Assam,1957,RABHA BISHNU PRASAD,COMMUNIST PARTY OF INDIA,0,0
Godda,Bihar,1962,AJOY CHANDRA CHOUDHURY,COMMUNIST PARTY OF INDIA,0,0
Gonda,Uttar Pradesh,1999,SHASHTRI PRASAD TRIPATHI ADVOCATE,COMMUNIST PARTY OF INDIA,0,0
Gulbarga,Karnataka,1977,SRINIWAS GUDI,COMMUNIST PARTY OF INDIA,0,0
Guna,Madhya Pradesh,1991,BABOOLAL YADAV,COMMUNIST PARTY OF INDIA,0,0
Guntur,Andhra Pradesh,1951,KORATALA SATYANARAYANA,COMMUNIST PARTY OF INDIA,0,0
Gurdaspur,Punjab,1957,DALIP SINGH,COMMUNIST PARTY OF INDIA,0,0
Gurgaon and Faridabad,Haryana,1967,J. KHAN,COMMUNIST PARTY OF INDIA,0,0
Gwalior,Madhya Pradesh,1951,DESHRAJSINGH,COMMUNIST PARTY OF INDIA,0,0
Haora,West Bengal,1951,"SARKAR, ANIL KUMAR",COMMUNIST PARTY OF INDIA,0,0
Hardoi,Uttar Pradesh,1962,BIHARI,COMMUNIST PARTY OF INDIA,0,0
Hazaribagh,Bihar,1967,R. K. PRASAD,COMMUNIST PARTY OF INDIA,0,0
Hingoli,Maharashtra,1977,DESHPANDE V.D.,COMMUNIST PARTY OF INDIA,0,0
Hisar,Haryana,1951,UDEBIR SINGH,COMMUNIST PARTY OF INDIA,0,0
Hooghly,West Bengal,1951,TUSAR KANTI CHATTOPADHYAYA,COMMUNIST PARTY OF INDIA,0,1
Hoshiarpur,Punjab,1951,DALIP SINGH,COMMUNIST PARTY OF INDIA,0,0
Indore,Madhya Pradesh,1971,HOMI F. DAJI,COMMUNIST PARTY OF INDIA,0,0
Inner Manipur,Manipur,1951,TH. BIRA SINGH,COMMUNIST PARTY OF INDIA,0,0
Jagatsinghpur,Orissa,1977,LOKANATH CHOUDHURY,COMMUNIST PARTY OF INDIA,0,0
Jaipur,Rajasthan,1951,RADHA BALLABH,COMMUNIST PARTY OF INDIA,0,0
Jalandhar,Punjab,1957,DARSHAN SINGH,COMMUNIST PARTY OF INDIA,0,0
Jalaun,Uttar Pradesh,1951,A. K. GOPALAN,COMMUNIST PARTY OF INDIA,0,1
Jalgaon,Maharashtra,1977,BHALERAO SADASHIV NARAYAN,COMMUNIST PARTY OF INDIA,0,0
Jalna,Maharashtra,1967,M. B. GAIKAWAD,COMMUNIST PARTY OF INDIA,0,0
Jamui,Bihar,1962,BALDEO PASWAN,COMMUNIST PARTY OF INDIA,0,0
Janjgir-Champa,Chhattisgarh,1951,GANGAPRASAD,COMMUNIST PARTY OF INDIA,0,0
Jaunpur,Uttar Pradesh,1967,R. LAKHAN,COMMUNIST PARTY OF INDIA,0,0
Jehanabad,Bihar,1962,CHANDRA SHEKHAR SINGH,COMMUNIST PARTY OF INDIA,0,0
Jhajjar,Haryana,1957,PARTAP SINGH,COMMUNIST PARTY OF INDIA,0,1
Jhansi,Uttar Pradesh,1951,KANCHAN MANI RAM,COMMUNIST PARTY OF INDIA,0,0
Jhunjhunu,Rajasthan,1957,GHASI RAM,COMMUNIST PARTY OF INDIA,0,0
Jorhat,Assam,1957,"MALIK, SYED ABDUL",COMMUNIST PARTY OF INDIA,0,0
Jyotiba Phule Nagar,Uttar Pradesh,1967,I. SAMBHALI,COMMUNIST PARTY OF INDIA,0,1
Kachchh,Gujarat,1980,CHAUDHRI JIVANBHAI DHANJIBHAI,COMMUNIST PARTY OF INDIA,0,0
Kamrup Metropolitan,Assam,1962,NANDESWAR TALUKDAR,COMMUNIST PARTY OF INDIA,0,0
"Kangra, Hamirpur, and Una",Himachal Pradesh,1962,DALIP SINGH,COMMUNIST PARTY OF INDIA,0,0
Kanker,Chhattisgarh,1996,RAMNATH SARFE,COMMUNIST PARTY OF INDIA,0,0
Kanyakumari,Andhra Pradesh,1971,BIDDIKI LAKSHMINARAYANA,COMMUNIST PARTY OF INDIA,0,0
Karimnagar,Andhra Pradesh,1962,PALANIVELU,COMMUNIST PARTY OF INDIA,0,0
Karnal,Haryana,1989,RAGHBIR SINGH,COMMUNIST PARTY OF INDIA,0,0
Karur,Tamil Nadu,1962,R. KARUPPIAH,COMMUNIST PARTY OF INDIA,0,0
Kaushambi,Uttar Pradesh,1971,NATTHOO CHANDHARI,COMMUNIST PARTY OF INDIA,0,0
Khagaria,Bihar,1977,YOGENDRA SHARMA,COMMUNIST PARTY OF INDIA,0,0
Khammam,Andhra Pradesh,1962,T.B. VITTAL RAO,COMMUNIST PARTY OF INDIA,0,0
Khordha,Orissa,1951,MOHAN DAS,COMMUNIST PARTY OF INDIA,0,0
Kolar,Karnataka,1951,V. M. GOVINDAN,COMMUNIST PARTY OF INDIA,0,0
Kolkata,West Bengal,1951,SADHAN CHANDRA GUPTA,COMMUNIST PARTY OF INDIA,0,0
Koraput,Orissa,1957,GOMANGO NEELAKANTHO,COMMUNIST PARTY OF INDIA,0,0
Krishna,Andhra Pradesh,1951,K. GOPALA RAO,COMMUNIST PARTY OF INDIA,0,1
Kurnool,Andhra Pradesh,1967,S. REDDY,COMMUNIST PARTY OF INDIA,0,0
Kurukshetra,Haryana,1977,HARNAM SINGH,COMMUNIST PARTY OF INDIA,0,0
Kushinagar,Uttar Pradesh,1999,SAGEER ALAM,COMMUNIST PARTY OF INDIA,0,0
Lakhimpur Kheri,Uttar Pradesh,1962,BANSHIDHAR SHUKLA ALIAS KAVIJI,COMMUNIST PARTY OF INDIA,0,0
Lakhimpur and Dibrugarh,Assam,1962,ROHIT CHANDRA BHATACHARYYA,COMMUNIST PARTY OF INDIA,0,0
Lucknow,Uttar Pradesh,1957,FAZAL ABBAS KAZMI,COMMUNIST PARTY OF INDIA,0,0
Ludhiana,Punjab,1957,SANT SINGH,COMMUNIST PARTY OF INDIA,0,0
Madhepura,Bihar,1977,KAMRESHWAR SINGH,COMMUNIST PARTY OF INDIA,0,0
Madurai,Tamil Nadu,1951,THANGAMANI NADAR,COMMUNIST PARTY OF INDIA,0,0
Mahbubnagar,Andhra Pradesh,1967,M. SINGOTAM,COMMUNIST PARTY OF INDIA,0,0
Mahendragarh,Haryana,1957,BIKRAM SINGH YADVA,COMMUNIST PARTY OF INDIA,0,0
Mainpuri,Uttar Pradesh,1962,RAM NATH,COMMUNIST PARTY OF INDIA,0,0
Malappuram,Madras,1951,KUMHALI KARIKEDAN,COMMUNIST PARTY OF INDIA,0,0
Maldah,West Bengal,1967,S. ROY,COMMUNIST PARTY OF INDIA,0,0
Mandi,Himachal Pradesh,1957,MAST RAM,COMMUNIST PARTY OF INDIA,0,0
Mau,Uttar Pradesh,1957,DR. ZAINUL ABDIN AHMED,COMMUNIST PARTY OF INDIA,0,0
Medak,Andhra Pradesh,1957,UDDARAJU RAMAM,COMMUNIST PARTY OF INDIA,0,1
Medinipur,West Bengal,1951,CHOWDHURY NIKUNJA BEHARI,COMMUNIST PARTY OF INDIA,0,1
Meerut,Uttar Pradesh,1957,BRIJ RAJ KISHORE,COMMUNIST PARTY OF INDIA,0,0
Mirzapur,Uttar Pradesh,1962,RAJ BAHADUR,COMMUNIST PARTY OF INDIA,0,0
Morena,Madhya Pradesh,1967,CHHITARIYA,COMMUNIST PARTY OF INDIA,0,0
Mumbai City,Bombay,1951,DANGE SHRIPAD AMRIT,COMMUNIST PARTY OF INDIA,0,0
Munger,Bihar,1951,CHANDRA SAKHAR SINHA,COMMUNIST PARTY OF INDIA,0,0
Muzaffarnagar,Uttar Pradesh,1962,JAIPAL SINGH,COMMUNIST PARTY OF INDIA,0,0
"Muzaffarpur, Sitamhari, and Vaishali",Bihar,1977,RAMDEO SHARMA,COMMUNIST PARTY OF INDIA,0,0
Nadia,West Bengal,1977,NITAIPADA SARKAR,COMMUNIST PARTY OF INDIA,0,0
Nagaon,Assam,1967,J. SAIKIA,COMMUNIST PARTY OF INDIA,0,0
Nagapattinam,Tamil Nadu,1951,K. ANANDA NAMBIAR,COMMUNIST PARTY OF INDIA,0,1
Nagaur,Rajasthan,1967,H. SINGH,COMMUNIST PARTY OF INDIA,0,0
Nagpur,Maharashtra,1967,A. BARDHAN,COMMUNIST PARTY OF INDIA,0,0
Nainital,Uttaranchal,1967,K. SHAH,COMMUNIST PARTY OF INDIA,0,0
Nalgonda,Andhra Pradesh,1962,RAVI NARAYANA REDDY,COMMUNIST PARTY OF INDIA,0,1
Nandurbar,Maharashtra,1971,KUMAR SHIVAJI THAKARE,COMMUNIST PARTY OF INDIA,0,0
Nashik,Maharashtra,1951,WAGH KARBHARI RAMBHAJI,COMMUNIST PARTY OF INDIA,0,0
Nawanshahr,Punjab,1951,HAR KISHAN SINGH,COMMUNIST PARTY OF INDIA,0,0
Nellore,Andhra Pradesh,1967,T. RAYAPPA,COMMUNIST PARTY OF INDIA,0,0
New Delhi,Delhi,1957,B. D. JOSHI,COMMUNIST PARTY OF INDIA,0,0
Nilgiris,Tamil Nadu,1962,M. E. MADHANAN,COMMUNIST PARTY OF INDIA,0,0
North Arcot,Madras,1962,RAJARATHINAM,COMMUNIST PARTY OF INDIA,0,0
Outer Manipur,Manipur,1977,THANGKHANPAU GUITE,COMMUNIST PARTY OF INDIA,0,0
Pali,Rajasthan,1962,MITHALAL TRIVEDI,COMMUNIST PARTY OF INDIA,0,0
Parganas,West Bengal,1951,BASU KAMAL,COMMUNIST PARTY OF INDIA,0,1
Patiala,Punjab,1967,T. SINGH,COMMUNIST PARTY OF INDIA,0,0
Patna and Nalanda,Bihar,1957,RAMAUTAR SHASTRI,COMMUNIST PARTY OF INDIA,0,0
Pilibhit,Uttar Pradesh,1962,ISHAQ SAMBHLI,COMMUNIST PARTY OF INDIA,0,0
Prakasam,Andhra Pradesh,1957,MADALA NARAYANA SWAMY,COMMUNIST PARTY OF INDIA,0,0
Pudukkottai,Tamil Nadu,1957,V. NAGU SERVAI,COMMUNIST PARTY OF INDIA,0,0
Puri,Orissa,1951,MAN MOHAN MISRA,COMMUNIST PARTY OF INDIA,0,0
Purnia and Katihar,Bihar,1957,RAJKISHORE SINGH,COMMUNIST PARTY OF INDIA,0,0
Purulia,West Bengal,1962,PRABIR KUMAR MALLIK,COMMUNIST PARTY OF INDIA,0,0
Raebareli,Uttar Pradesh,1967,J. KISHORE,COMMUNIST PARTY OF INDIA,0,0
Rajnandgaon,Chhattisgarh,1962,GANGA CHOUBE,COMMUNIST PARTY OF INDIA,0,0
Ramanathapuram,Tamil Nadu,1957,R. H. NATHAN,COMMUNIST PARTY OF INDIA,0,0
Rewa,Madhya Pradesh,1962,RANA SHAMSHER SINGH,COMMUNIST PARTY OF INDIA,0,0
Rupnagar,Punjab,1989,LACHHMAN SINGH,COMMUNIST PARTY OF INDIA,0,0
Saharanpur,Uttar Pradesh,1967,P.R. KAPIL,COMMUNIST PARTY OF INDIA,0,0
Saharsa,Bihar,1957,NETI LAL,COMMUNIST PARTY OF INDIA,0,0
Salem,Tamil Nadu,1967,G. SAMUVEL,COMMUNIST PARTY OF INDIA,0,0
Sambalpur,Orissa,1967,D. C. MOHANTY,COMMUNIST PARTY OF INDIA,0,0
Sangli,Maharashtra,1991,LAD GANAPATI DADA,COMMUNIST PARTY OF INDIA,0,0
Sangrur,Punjab,1971,TEJA SINGH,COMMUNIST PARTY OF INDIA,0,1
Saran,Bihar,1977,SHEO BACHAN SINGH,COMMUNIST PARTY OF INDIA,0,0
"Saran, Siwan, and Gopalganj",Bihar,1957,DHARMDEO BARMA,COMMUNIST PARTY OF INDIA,0,0
Satara,Maharashtra,1957,PATIL NANA RAMCHANDRA,COMMUNIST PARTY OF INDIA,0,1
Satna,Madhya Pradesh,1967,S.R. NAIPALI,COMMUNIST PARTY OF INDIA,0,0
Sehore and Bhopal,Madhya Pradesh,1957,MOHINI DEVI,COMMUNIST PARTY OF INDIA,0,0
Shahdol,Madhya Pradesh,1971,SHANKER SINGH,COMMUNIST PARTY OF INDIA,0,0
Shimla,Himachal Pradesh,1998,CHET RAM,COMMUNIST PARTY OF INDIA,0,0
Sibsagar,Assam,1962,BHADRAKRISHNA GOSWAMI,COMMUNIST PARTY OF INDIA,0,0
Sidhi,Madhya Pradesh,1971,UMA SHANKAR,COMMUNIST PARTY OF INDIA,0,0
Sikar,Rajasthan,1957,TIRLOK SINGH,COMMUNIST PARTY OF INDIA,0,0
Sikkim,Sikkim,1984,BHIM BAHADUR MISHRA,COMMUNIST PARTY OF INDIA,0,0
Sirsa,Haryana,1967,D. RAM,COMMUNIST PARTY OF INDIA,0,0
Sitamarhi,Bihar,1977,MUNIR ALAM KHAN,COMMUNIST PARTY OF INDIA,0,0
Sitapur,Uttar Pradesh,1967,A. PRASAD,COMMUNIST PARTY OF INDIA,0,0
Sivaganga,Tamil Nadu,1967,S. NARAYANAN,COMMUNIST PARTY OF INDIA,0,0
Sonbhadhra,Uttar Pradesh,1977,SITA RAM,COMMUNIST PARTY OF INDIA,0,0
Srikakulam,Andhra Pradesh,1951,NARAYANA PANI,COMMUNIST PARTY OF INDIA,0,0
Sultanpur,Uttar Pradesh,1984,RAM SUMER YADAVA,COMMUNIST PARTY OF INDIA,0,0
Surguja,Chhattisgarh,1984,BIJAI KUMAR,COMMUNIST PARTY OF INDIA,0,0
Tehri Garhwal,Uttaranchal,1967,G. SINGH,COMMUNIST PARTY OF INDIA,0,0
Thane,Bombay,1957,PARULEKAR SHAMRAO VISHNU,COMMUNIST PARTY OF INDIA,0,0
Thoothukudi,Tamil Nadu,1962,K. PALIAN,COMMUNIST PARTY OF INDIA,0,0
Tikamgarh,Madhya Pradesh,1967,LATORE,COMMUNIST PARTY OF INDIA,0,0
Tiruchirappalli,Tamil Nadu,1957,K. ANANDA NAMBIAR,COMMUNIST PARTY OF INDIA,0,0
Tirunelveli,Tamil Nadu,1957,N. SHANMUGAM,COMMUNIST PARTY OF INDIA,0,0
Tripura,Tripura,1957,DUTTA BIRENDRA,COMMUNIST PARTY OF INDIA,0,0
Tripura,Tripura,1951,DASARATHA DEB,COMMUNIST PARTY OF INDIA,0,1
Tripura,Tripura,1951,BIRENDRA CHANDRA DUTT,COMMUNIST PARTY OF INDIA,0,1
Udaipur,Rajasthan,1984,MEGH RAJ TAWAD,COMMUNIST PARTY OF INDIA,0,0
Ujjain,Madhya Pradesh,1951,NARAYAN RAO,COMMUNIST PARTY OF INDIA,0,0
Unnao,Uttar Pradesh,1962,SHIV KUMAR,COMMUNIST PARTY OF INDIA,0,0
Varanasi,Uttar Pradesh,1962,SATYA NARAIN SINGH,COMMUNIST PARTY OF INDIA,0,0
Virudhunagar,Tamil Nadu,1957,A. SRINIVASAN,COMMUNIST PARTY OF INDIA,0,0
Visakhapatnam,Andhra Pradesh,1957,SYAMALA SEETARAMAYYA,COMMUNIST PARTY OF INDIA,0,0
Warangal,Andhra Pradesh,1962,S. RAMANATHAM,COMMUNIST PARTY OF INDIA,0,0
West Dinajpur,West Bengal,1951,NARENDRA MOHAN SEN,COMMUNIST PARTY OF INDIA,0,0
West Garo Hills,Meghalaya,1980,ROBIN REMA,COMMUNIST PARTY OF INDIA,0,0
West Godavari,Andhra Pradesh,1951,M. NARAYANAMURTHI,COMMUNIST PARTY OF INDIA,0,0
Yavatmal,Maharashtra,1971,M. KHURSHIDBHAI,COMMUNIST PARTY OF INDIA,0,0
Bardhaman,West Bengal,1989,GANESH PAL,COMMUNIST PARTY OF INDIA(MARXIST-LENINIST),0,0
Jalandhar,Punjab,1989,TERSEM LAL,COMMUNIST PARTY OF INDIA(MARXIST-LENINIST),0,0
Jalpaiguri,West Bengal,1989,INDRA PRASAD CHOWHAN,COMMUNIST PARTY OF INDIA(MARXIST-LENINIST),0,0
Murshidabad,West Bengal,1989,SHEKHAR DUTTA,COMMUNIST PARTY OF INDIA(MARXIST-LENINIST),0,0
Tripura,Tripura,1991,DEBENDRA MALSOM,COMMUNIST PARTY OF INDIA(MARXIST-LENINIST),0,0
Autonomous District,Assam,1999,DR JAYANTA RONGPI,Community Party of India (Marxist-Leninist)(Liberation),0,1
Banswara,Rajasthan,1998,CHUNNILAL,Community Party of India (Marxist-Leninist)(Liberation),0,0
Bardhaman,West Bengal,1996,PARESH BANERJEE,Community Party of India (Marxist-Leninist)(Liberation),0,0
Bathinda,Punjab,1996,LABH SINGH,Community Party of India (Marxist-Leninist)(Liberation),0,0
Begusarai,Bihar,1999,SHIVSAGAR SINGH,Community Party of India (Marxist-Leninist)(Liberation),0,0
Bhind,Madhya Pradesh,1996,DEVENDRA SINGH CHAUHAN,Community Party of India (Marxist-Leninist)(Liberation),0,0
Bhojpur and Rohtas,Bihar,1996,BACHCHAN SINGH,Community Party of India (Marxist-Leninist)(Liberation),0,0
Buxar,Bihar,1996,SURESH MEHTA,Community Party of India (Marxist-Leninist)(Liberation),0,0
Champaran,Bihar,1996,NANDJI RAM,Community Party of India (Marxist-Leninist)(Liberation),0,0
Chandauli,Uttar Pradesh,1998,AKHILENDRA PRATAP SINGH,Community Party of India (Marxist-Leninist)(Liberation),0,0
Chatra,Bihar,1996,CHINTA SINGH,Community Party of India (Marxist-Leninist)(Liberation),0,0
Chennai,Tamil Nadu,1998,"KUMARASAMY, S",Community Party of India (Marxist-Leninist)(Liberation),0,0
"Darbhanga, Samastipur, and Madhubani",Bihar,1996,YOGESHWAR GOPE,Community Party of India (Marxist-Leninist)(Liberation),0,0
Deoria,Uttar Pradesh,1998,SRI RAM CHAUDHARI,Community Party of India (Marxist-Leninist)(Liberation),0,0
Dhanbad,Bihar,1996,JARNADAN MAHATO,Community Party of India (Marxist-Leninist)(Liberation),0,0
East Godavari,Andhra Pradesh,1996,MURTHY NAINALASETTY,Community Party of India (Marxist-Leninist)(Liberation),0,0
"Gaya, Nawada, and Aurangabad",Bihar,1996,PAWAN SHARMA,Community Party of India (Marxist-Leninist)(Liberation),0,0
Ghazipur,Uttar Pradesh,1996,HARIVANSHI,Community Party of India (Marxist-Leninist)(Liberation),0,0
Gonda,Uttar Pradesh,1999,RADHEY SHYAM MAURYA,Community Party of India (Marxist-Leninist)(Liberation),0,0
Guntur,Andhra Pradesh,1996,SOMESWARA RAO PARCHURI,Community Party of India (Marxist-Leninist)(Liberation),0,0
Hazaribagh,Bihar,1996,GUNNI ORAON,Community Party of India (Marxist-Leninist)(Liberation),0,0
Jaipur,Rajasthan,1999,SRILATA SWAMINATHAN,Community Party of India (Marxist-Leninist)(Liberation),0,0
Jalandhar,Punjab,1996,TARSEM,Community Party of India (Marxist-Leninist)(Liberation),0,0
Jalaun,Uttar Pradesh,1998,KASHI RAM,Community Party of India (Marxist-Leninist)(Liberation),0,0
Jammu,Jammu & Kashmir,1999,SAT PAUL,Community Party of India (Marxist-Leninist)(Liberation),0,0
Jehanabad,Bihar,1996,RAJARAM SINGH,Community Party of India (Marxist-Leninist)(Liberation),0,0
Jhunjhunu,Rajasthan,1996,MAHENDRA CHOUDHARY,Community Party of India (Marxist-Leninist)(Liberation),0,0
Kanchipuram,Tamil Nadu,1999,"JANAKIRAMAN, S.",Community Party of India (Marxist-Leninist)(Liberation),0,0
Kanpur Nagar,Uttar Pradesh,1999,RAMESH SINGH,Community Party of India (Marxist-Leninist)(Liberation),0,0
Kolkata,West Bengal,1999,DR. PARTHA SARATHI GHOSH,Community Party of India (Marxist-Leninist)(Liberation),0,0
Koraput,Orissa,1996,KARTIKA GAMANGO,Community Party of India (Marxist-Leninist)(Liberation),0,0
Lakhimpur Kheri,Uttar Pradesh,1999,PURUSHOTTAM SHARMA,Community Party of India (Marxist-Leninist)(Liberation),0,0
